month,region,service_category,channel,transactions,unique_users,digital_adoption_pct,avg_completion_min,cost_per_txn_sar,csat,sla_met_pct,complaints
2024-04-01,Madinah,Social Support & Subsidies,Mobile App,18332,7196,51.6,7.3,4.31,4.66,98.5,4
2024-04-01,Madinah,Social Support & Subsidies,Web Portal,12790,6383,51.6,11.4,6.8,4.46,97.7,4
2024-04-01,Madinah,Traffic & Transport,Branch,31999,25667,53.3,27.6,39.09,3.73,88.3,40
2024-04-01,Madinah,Traffic & Transport,Call Center,18489,12497,53.3,15.8,19.46,3.76,89.7,17
2024-04-01,Madinah,Traffic & Transport,Mobile App,34815,13219,53.3,5.2,3.93,4.53,94.8,12
2024-04-01,Madinah,Traffic & Transport,Web Portal,21890,11462,53.3,9.2,6.52,4.27,98.9,11
2024-04-01,Makkah,Business & Licensing,Branch,86956,72151,51.3,131.5,57.02,3.15,80.6,142
2024-04-01,Makkah,Business & Licensing,Call Center,49585,30645,51.3,32.2,28.28,3.43,90.5,75
2024-04-01,Makkah,Business & Licensing,Mobile App,84684,32210,51.3,11.1,5.33,4.14,98.9,40
2024-04-01,Makkah,Business & Licensing,Web Portal,56227,29259,51.3,17.8,8.37,3.87,98.6,58
2024-04-01,Makkah,Education & Training,Branch,95742,77037,54.8,25.0,41.58,3.5,89.3,109
2024-04-01,Makkah,Education & Training,Call Center,57648,36978,54.8,16.3,19.63,3.74,87.7,45
2024-04-01,Makkah,Education & Training,Mobile App,122948,46642,54.8,5.7,4.18,4.42,99.5,42
2024-04-01,Makkah,Education & Training,Web Portal,68876,34828,54.8,7.8,6.11,4.15,98.7,38
2024-04-01,Makkah,Health Services,Branch,135793,108224,54.4,28.5,52.37,3.51,91.5,162
2024-04-01,Makkah,Health Services,Call Center,80585,54089,54.4,17.9,21.0,3.78,86.8,77
2024-04-01,Makkah,Health Services,Mobile App,163254,62722,54.4,5.8,4.63,4.44,97.4,41
2024-04-01,Makkah,Health Services,Web Portal,91284,47969,54.4,9.6,7.3,4.03,98.0,57
2024-04-01,Makkah,Identity & Civil Affairs,Branch,120790,104179,58.1,32.8,43.63,3.6,85.5,117
2024-04-01,Makkah,Identity & Civil Affairs,Call Center,77103,46470,58.1,18.9,19.75,3.76,90.4,65
2024-04-01,Makkah,Identity & Civil Affairs,Mobile App,179120,66016,58.1,7.6,3.95,4.29,99.5,80
2024-04-01,Makkah,Identity & Civil Affairs,Web Portal,119892,60623,58.1,10.8,7.09,4.17,94.7,98
2024-04-01,Makkah,Justice & Notary,Branch,60859,50660,51.7,115.8,58.2,3.31,85.5,74
2024-04-01,Makkah,Justice & Notary,Call Center,34457,22654,51.7,32.3,29.35,3.4,88.3,45
2024-04-01,Makkah,Justice & Notary,Mobile App,57678,21598,51.7,13.4,5.52,4.07,97.4,42
2024-04-01,Makkah,Justice & Notary,Web Portal,36824,19272,51.7,17.1,8.25,3.84,97.8,35
2024-04-01,Makkah,Labour & HR Services,Branch,95623,81684,52.6,31.3,50.21,3.28,89.2,106
2024-04-01,Makkah,Labour & HR Services,Call Center,57152,33907,52.6,19.8,20.7,3.52,88.0,62
2024-04-01,Makkah,Labour & HR Services,Mobile App,103490,40220,52.6,6.9,4.06,4.32,97.2,54
2024-04-01,Makkah,Labour & HR Services,Web Portal,60724,31232,52.6,9.9,6.72,4.09,99.5,27
2024-04-01,Makkah,Municipal Services,Branch,90106,75458,52.2,40.7,49.06,3.26,87.7,172
2024-04-01,Makkah,Municipal Services,Call Center,60869,40133,52.2,24.1,22.61,3.56,91.0,69
2024-04-01,Makkah,Municipal Services,Mobile App,115175,44652,52.2,8.8,4.6,4.06,97.7,92
2024-04-01,Makkah,Municipal Services,Web Portal,74717,38448,52.2,12.0,7.32,3.76,93.3,64
2024-04-01,Makkah,Social Support & Subsidies,Branch,77778,63820,52.1,34.4,49.28,3.44,86.7,120
2024-04-01,Makkah,Social Support & Subsidies,Call Center,46811,31985,52.1,21.9,20.1,3.63,90.5,48
2024-04-01,Makkah,Social Support & Subsidies,Mobile App,81063,32233,52.1,7.6,4.73,4.38,98.3,26
2024-04-01,Makkah,Social Support & Subsidies,Web Portal,47588,25248,52.1,11.6,6.91,4.19,99.5,27
2024-04-01,Makkah,Traffic & Transport,Branch,127240,101818,53.3,28.7,44.46,3.22,88.8,208
2024-04-01,Makkah,Traffic & Transport,Call Center,81826,52859,53.3,16.8,20.42,3.55,87.8,89
2024-04-01,Makkah,Traffic & Transport,Mobile App,135966,52183,53.3,5.8,3.86,4.21,98.0,73
2024-04-01,Makkah,Traffic & Transport,Web Portal,90865,45978,53.3,9.3,5.73,3.94,95.2,77
2024-04-01,Najran,Business & Licensing,Branch,6570,5154,48.9,155.3,53.6,3.12,81.1,10
2024-04-01,Najran,Business & Licensing,Call Center,3765,2497,48.9,34.8,26.33,3.56,87.4,4
2024-04-01,Najran,Business & Licensing,Mobile App,5575,2205,48.9,11.6,5.37,4.22,99.3,3
2024-04-01,Najran,Business & Licensing,Web Portal,3696,1943,48.9,17.5,8.67,3.9,94.5,4
2024-04-01,Najran,Education & Training,Branch,6821,5567,53.0,22.6,42.64,3.44,89.5,8
2024-04-01,Najran,Education & Training,Call Center,4378,2802,53.0,16.8,19.95,3.82,93.9,3
2024-04-01,Najran,Education & Training,Mobile App,7315,2667,53.0,5.4,4.22,4.4,98.0,3
2024-04-01,Najran,Education & Training,Web Portal,5218,2639,53.0,7.6,6.38,4.24,96.9,4
2024-04-01,Najran,Health Services,Branch,10798,8939,48.9,31.9,51.07,3.62,90.7,12
2024-04-01,Najran,Health Services,Call Center,6686,4191,48.9,18.1,23.76,3.83,90.4,4
2024-04-01,Najran,Health Services,Mobile App,9021,3489,48.9,6.1,4.7,4.46,96.8,3
2024-04-01,Najran,Health Services,Web Portal,6514,3254,48.9,10.3,7.44,4.22,99.4,5
2024-04-01,Najran,Identity & Civil Affairs,Branch,10754,9169,48.9,34.3,49.42,3.49,91.1,9
2024-04-01,Najran,Identity & Civil Affairs,Call Center,6678,4369,48.9,22.1,21.3,3.66,91.7,6
2024-04-01,Najran,Identity & Civil Affairs,Mobile App,10388,3668,48.9,8.2,4.3,4.4,96.1,4
2024-04-01,Najran,Identity & Civil Affairs,Web Portal,6346,3039,48.9,10.3,6.83,4.1,96.2,3
2024-04-01,Najran,Justice & Notary,Branch,3850,3093,47.8,156.2,59.52,3.05,80.9,5
2024-04-01,Najran,Justice & Notary,Call Center,2513,1612,47.8,34.9,28.93,3.64,88.9,3
2024-04-01,Najran,Justice & Notary,Mobile App,3713,1521,47.8,12.3,5.89,4.03,98.0,3
2024-04-01,Najran,Justice & Notary,Web Portal,2324,1176,47.8,21.5,9.37,3.88,96.8,2
2024-04-01,Najran,Labour & HR Services,Branch,6382,5172,48.7,35.1,47.87,3.39,89.7,8
2024-04-01,Najran,Labour & HR Services,Call Center,4488,2780,48.7,23.4,20.55,3.51,89.6,6
2024-04-01,Najran,Labour & HR Services,Mobile App,6970,2610,48.7,6.8,4.22,4.2,97.7,5
2024-04-01,Najran,Labour & HR Services,Web Portal,4391,2232,48.7,11.3,7.36,4.09,96.4,2
2024-04-01,Najran,Municipal Services,Branch,7341,5962,48.6,38.2,53.07,3.34,90.9,6
2024-04-01,Najran,Municipal Services,Call Center,5014,3417,48.6,19.7,24.48,3.6,86.5,4
2024-04-01,Najran,Municipal Services,Mobile App,6841,2536,48.6,8.5,4.8,4.2,97.9,3
2024-04-01,Najran,Municipal Services,Web Portal,4609,2340,48.6,10.9,6.68,4.06,95.7,3
2024-04-01,Najran,Social Support & Subsidies,Branch,5164,4321,49.5,36.1,51.77,3.49,86.8,6
2024-04-01,Najran,Social Support & Subsidies,Call Center,3051,1997,49.5,22.2,23.01,3.73,90.1,3
2024-04-01,Najran,Social Support & Subsidies,Mobile App,5620,2278,49.5,7.6,4.44,4.49,97.8,2
2024-04-01,Najran,Social Support & Subsidies,Web Portal,3329,1816,49.5,11.3,7.06,4.21,98.6,2
2024-04-01,Najran,Traffic & Transport,Branch,8160,6580,52.1,29.3,52.42,3.46,88.7,11
2024-04-01,Najran,Traffic & Transport,Call Center,5420,3406,52.1,18.0,21.16,3.58,90.3,5
2024-04-01,Najran,Traffic & Transport,Mobile App,10107,3775,52.1,6.0,4.16,4.15,98.5,5
2024-04-01,Najran,Traffic & Transport,Web Portal,6399,3257,52.1,8.7,6.5,4.05,98.9,4
2024-04-01,Northern Borders,Business & Licensing,Branch,3146,2500,57.7,52.9,65.6,3.39,84.4,3
2024-04-01,Northern Borders,Business & Licensing,Call Center,1857,1188,57.7,32.3,30.87,3.71,87.0,2
2024-04-01,Northern Borders,Business & Licensing,Mobile App,3917,1446,57.7,10.7,6.16,4.46,97.2,2
2024-04-01,Northern Borders,Business & Licensing,Web Portal,2490,1262,57.7,17.6,8.91,4.1,97.0,2
2024-04-01,Northern Borders,Education & Training,Branch,3688,3163,60.9,24.2,44.58,3.68,85.9,4
2024-04-01,Northern Borders,Education & Training,Call Center,2363,1554,60.9,14.8,20.83,4.07,93.5,2
2024-04-01,Northern Borders,Education & Training,Mobile App,5627,2099,60.9,5.5,4.26,4.64,98.8,1
2024-04-01,Northern Borders,Education & Training,Web Portal,3423,1806,60.9,8.8,6.44,4.48,99.5,1
2024-04-01,Northern Borders,Health Services,Branch,5028,4254,58.7,28.1,54.85,3.83,88.9,5
2024-04-01,Northern Borders,Health Services,Call Center,3106,2000,58.7,18.4,22.96,3.87,89.4,3
2024-04-01,Northern Borders,Health Services,Mobile App,6894,2766,58.7,5.7,5.41,4.67,95.1,1
2024-04-01,Northern Borders,Health Services,Web Portal,4709,2438,58.7,10.3,8.03,4.54,97.4,1
2024-04-01,Northern Borders,Identity & Civil Affairs,Branch,5608,4789,59.7,31.5,49.99,3.74,89.3,6
2024-04-01,Northern Borders,Identity & Civil Affairs,Call Center,3324,2165,59.7,19.7,22.74,4.06,92.7,2
2024-04-01,Northern Borders,Identity & Civil Affairs,Mobile App,7560,2907,59.7,7.8,4.81,4.65,99.5,1
2024-04-01,Northern Borders,Identity & Civil Affairs,Web Portal,5128,2649,59.7,11.3,7.27,4.46,96.9,2
2024-04-01,Northern Borders,Justice & Notary,Branch,2158,1697,56.8,58.4,70.82,3.52,85.7,2
2024-04-01,Northern Borders,Justice & Notary,Call Center,1212,766,56.8,36.1,28.35,3.77,88.4,1
2024-04-01,Northern Borders,Justice & Notary,Mobile App,2732,1117,56.8,11.9,6.15,4.4,95.3,1
2024-04-01,Northern Borders,Justice & Notary,Web Portal,1827,928,56.8,17.7,9.57,4.23,95.6,1
2024-04-01,Northern Borders,Labour & HR Services,Branch,3628,3109,58.8,35.2,51.38,3.65,86.6,4
2024-04-01,Northern Borders,Labour & HR Services,Call Center,2080,1323,58.8,19.9,23.66,3.89,86.4,2
2024-04-01,Northern Borders,Labour & HR Services,Mobile App,4869,1896,58.8,7.9,4.54,4.59,98.0,1
2024-04-01,Northern Borders,Labour & HR Services,Web Portal,2820,1431,58.8,11.3,7.62,4.24,98.9,2
2024-04-01,Northern Borders,Municipal Services,Branch,3562,3062,60.3,35.2,55.91,3.52,90.4,4
2024-04-01,Northern Borders,Municipal Services,Call Center,2175,1433,60.3,20.5,26.14,3.79,90.6,2
2024-04-01,Northern Borders,Municipal Services,Mobile App,5193,1906,60.3,6.9,5.58,4.44,98.7,2
2024-04-01,Northern Borders,Municipal Services,Web Portal,3575,1910,60.3,12.5,8.19,4.22,99.5,1
2024-04-01,Northern Borders,Social Support & Subsidies,Branch,2720,2306,57.0,40.0,53.22,3.7,92.6,2
2024-04-01,Northern Borders,Social Support & Subsidies,Call Center,1602,1043,57.0,22.2,24.75,3.96,88.5,1
2024-04-01,Northern Borders,Social Support & Subsidies,Mobile App,3710,1427,57.0,8.0,4.81,4.62,95.3,1
2024-04-01,Northern Borders,Social Support & Subsidies,Web Portal,2301,1175,57.0,10.7,8.12,4.43,96.8,1
2024-04-01,Northern Borders,Traffic & Transport,Branch,4396,3668,59.0,27.5,50.7,3.58,89.0,5
2024-04-01,Northern Borders,Traffic & Transport,Call Center,3088,2045,59.0,18.3,20.55,3.73,88.5,3
2024-04-01,Northern Borders,Traffic & Transport,Mobile App,6325,2461,59.0,6.0,4.53,4.44,99.5,3
2024-04-01,Northern Borders,Traffic & Transport,Web Portal,4272,2190,59.0,9.3,6.58,4.27,97.2,2
2024-04-01,Qassim,Business & Licensing,Branch,11161,9014,55.4,48.1,54.98,3.29,88.6,15
2024-04-01,Qassim,Business & Licensing,Call Center,7510,4919,55.4,27.7,25.59,3.44,90.6,9
2024-04-01,Qassim,Business & Licensing,Mobile App,15602,6059,55.4,10.3,5.25,4.01,96.3,10
2024-04-01,Qassim,Business & Licensing,Web Portal,10363,5386,55.4,16.8,7.69,3.7,98.4,8
2024-04-01,Qassim,Education & Training,Branch,13805,11052,57.8,22.6,39.35,3.44,90.1,15
2024-04-01,Qassim,Education & Training,Call Center,8903,5812,57.8,14.8,17.54,3.78,88.8,9
2024-04-01,Qassim,Education & Training,Mobile App,18205,6970,57.8,4.3,4.06,4.37,97.9,7
2024-04-01,Qassim,Education & Training,Web Portal,13360,7016,57.8,8.0,5.5,4.1,95.4,10
2024-04-01,Qassim,Health Services,Branch,19857,15738,57.6,28.5,42.63,3.52,86.8,21
2024-04-01,Qassim,Health Services,Call Center,13097,8868,57.6,16.8,20.34,3.64,88.6,15
2024-04-01,Qassim,Health Services,Mobile App,26360,10021,57.6,5.8,4.61,4.34,94.9,9
2024-04-01,Qassim,Health Services,Web Portal,16503,7633,57.6,9.0,6.48,4.19,94.6,6
2024-04-01,Qassim,Identity & Civil Affairs,Branch,18618,15444,57.7,30.9,44.84,3.52,89.6,21
2024-04-01,Qassim,Identity & Civil Affairs,Call Center,14061,9393,57.7,18.2,19.4,3.6,91.3,16
2024-04-01,Qassim,Identity & Civil Affairs,Mobile App,27199,11184,57.7,6.7,3.53,4.43,99.2,8
2024-04-01,Qassim,Identity & Civil Affairs,Web Portal,17837,9050,57.7,10.7,6.04,3.92,96.8,16
2024-04-01,Qassim,Justice & Notary,Branch,8721,7412,53.8,55.8,54.76,3.07,88.2,12
2024-04-01,Qassim,Justice & Notary,Call Center,5483,3557,53.8,32.9,26.12,3.34,86.4,10
2024-04-01,Qassim,Justice & Notary,Mobile App,10152,3707,53.8,12.9,5.32,4.03,92.3,7
2024-04-01,Qassim,Justice & Notary,Web Portal,6325,3148,53.8,16.1,8.1,3.88,99.5,5
2024-04-01,Qassim,Labour & HR Services,Branch,13950,11570,55.3,29.2,42.71,3.29,88.7,19
2024-04-01,Qassim,Labour & HR Services,Call Center,8438,5381,55.3,17.4,20.21,3.61,88.8,7
2024-04-01,Qassim,Labour & HR Services,Mobile App,16817,6349,55.3,6.0,3.61,4.25,95.4,8
2024-04-01,Qassim,Labour & HR Services,Web Portal,10689,5516,55.3,10.5,6.48,3.95,98.6,9
2024-04-01,Qassim,Municipal Services,Branch,16387,13702,53.7,32.4,43.78,3.16,88.9,23
2024-04-01,Qassim,Municipal Services,Call Center,10434,6590,53.7,21.3,22.79,3.43,90.0,10
2024-04-01,Qassim,Municipal Services,Mobile App,16722,6311,53.7,6.7,4.87,4.07,96.0,11
2024-04-01,Qassim,Municipal Services,Web Portal,11669,6090,53.7,9.1,7.04,3.97,93.9,9
2024-04-01,Qassim,Social Support & Subsidies,Branch,10884,8821,55.5,32.0,46.45,3.34,89.2,16
2024-04-01,Qassim,Social Support & Subsidies,Call Center,7283,4815,55.5,21.1,19.83,3.55,91.3,7
2024-04-01,Qassim,Social Support & Subsidies,Mobile App,12804,5066,55.5,6.5,4.35,4.26,99.5,7
2024-04-01,Qassim,Social Support & Subsidies,Web Portal,8744,4445,55.5,11.2,7.16,4.18,99.5,5
2024-04-01,Qassim,Traffic & Transport,Branch,18403,14477,56.8,23.4,38.66,3.16,91.1,24
2024-04-01,Qassim,Traffic & Transport,Call Center,12324,7937,56.8,16.0,19.93,3.44,89.3,15
2024-04-01,Qassim,Traffic & Transport,Mobile App,21726,8634,56.8,5.4,3.64,4.1,99.3,18
2024-04-01,Qassim,Traffic & Transport,Web Portal,15894,8284,56.8,8.2,6.13,3.95,99.5,12
2024-04-01,Riyadh,Business & Licensing,Branch,74620,59143,55.7,49.3,53.5,3.41,89.6,94
2024-04-01,Riyadh,Business & Licensing,Call Center,47067,32140,55.7,30.5,21.5,3.61,87.2,63
2024-04-01,Riyadh,Business & Licensing,Mobile App,85621,33327,55.7,10.4,4.77,4.25,93.8,40
2024-04-01,Riyadh,Business & Licensing,Web Portal,58372,30568,55.7,15.9,8.02,4.09,97.2,47
2024-04-01,Riyadh,Education & Training,Branch,77812,65122,60.4,21.6,35.05,3.77,87.9,89
2024-04-01,Riyadh,Education & Training,Call Center,52178,32374,60.4,12.0,17.77,3.98,89.7,50
2024-04-01,Riyadh,Education & Training,Mobile App,120845,49298,60.4,4.9,3.44,4.67,96.1,21
2024-04-01,Riyadh,Education & Training,Web Portal,78460,39124,60.4,7.6,5.44,4.39,94.9,30
2024-04-01,Riyadh,Health Services,Branch,112339,90907,60.2,23.3,47.11,3.75,90.9,118
2024-04-01,Riyadh,Health Services,Call Center,78218,49815,60.2,16.4,21.07,4.14,88.1,44
2024-04-01,Riyadh,Health Services,Mobile App,163448,59527,60.2,5.1,4.07,4.76,99.2,11
2024-04-01,Riyadh,Health Services,Web Portal,101802,52224,60.2,8.1,6.22,4.49,95.0,35
2024-04-01,Riyadh,Identity & Civil Affairs,Branch,127975,101521,58.2,27.0,42.6,3.57,90.7,158
2024-04-01,Riyadh,Identity & Civil Affairs,Call Center,79662,50290,58.2,19.3,20.29,4.03,86.0,62
2024-04-01,Riyadh,Identity & Civil Affairs,Mobile App,165958,66272,58.2,6.5,3.95,4.7,99.5,33
2024-04-01,Riyadh,Identity & Civil Affairs,Web Portal,108904,54992,58.2,9.5,6.13,4.45,95.5,36
2024-04-01,Riyadh,Justice & Notary,Branch,47763,38599,55.8,44.8,53.46,3.54,87.7,66
2024-04-01,Riyadh,Justice & Notary,Call Center,30033,18758,55.8,29.8,22.93,3.77,87.1,23
2024-04-01,Riyadh,Justice & Notary,Mobile App,62707,24011,55.8,10.8,4.86,4.33,95.8,35
2024-04-01,Riyadh,Justice & Notary,Web Portal,38247,18638,55.8,15.6,7.52,4.3,97.3,18
2024-04-01,Riyadh,Labour & HR Services,Branch,77228,62152,60.8,29.5,42.7,3.69,89.1,72
2024-04-01,Riyadh,Labour & HR Services,Call Center,46750,30276,60.8,19.3,17.42,3.95,89.7,44
2024-04-01,Riyadh,Labour & HR Services,Mobile App,114964,44134,60.8,6.5,3.79,4.44,98.2,47
2024-04-01,Riyadh,Labour & HR Services,Web Portal,75937,37233,60.8,8.9,6.55,4.24,95.6,47
2024-04-01,Riyadh,Municipal Services,Branch,84126,69620,56.8,31.5,48.6,3.43,91.3,113
2024-04-01,Riyadh,Municipal Services,Call Center,51086,33036,56.8,18.4,21.03,3.88,87.3,41
2024-04-01,Riyadh,Municipal Services,Mobile App,111960,44262,56.8,7.0,4.09,4.51,97.3,26
2024-04-01,Riyadh,Municipal Services,Web Portal,73172,37415,56.8,10.7,6.43,4.31,97.4,41
2024-04-01,Riyadh,Social Support & Subsidies,Branch,62070,51703,58.3,30.9,41.01,3.79,90.2,39
2024-04-01,Riyadh,Social Support & Subsidies,Call Center,38200,25426,58.3,19.3,18.24,3.93,90.7,32
2024-04-01,Riyadh,Social Support & Subsidies,Mobile App,87519,31977,58.3,5.8,3.81,4.65,97.4,19
2024-04-01,Riyadh,Social Support & Subsidies,Web Portal,56192,29698,58.3,9.2,5.88,4.29,98.0,33
2024-04-01,Riyadh,Traffic & Transport,Branch,101311,79400,59.0,23.6,39.38,3.57,91.1,132
2024-04-01,Riyadh,Traffic & Transport,Call Center,61624,38276,59.0,14.6,18.86,3.78,91.5,31
2024-04-01,Riyadh,Traffic & Transport,Mobile App,159048,63058,59.0,5.6,3.26,4.53,98.3,26
2024-04-01,Riyadh,Traffic & Transport,Web Portal,98076,49315,59.0,7.6,5.9,4.34,97.0,54
2024-04-01,Tabuk,Business & Licensing,Branch,8533,6752,54.9,50.3,62.59,3.17,88.7,13
2024-04-01,Tabuk,Business & Licensing,Call Center,5026,3215,54.9,34.8,27.89,3.39,88.0,5
2024-04-01,Tabuk,Business & Licensing,Mobile App,9779,3740,54.9,11.8,5.79,4.0,99.5,9
2024-04-01,Tabuk,Business & Licensing,Web Portal,6493,3118,54.9,17.7,8.56,3.75,96.3,6
2024-04-01,Tabuk,Education & Training,Branch,9519,7651,59.0,24.2,43.18,3.55,90.6,10
2024-04-01,Tabuk,Education & Training,Call Center,6177,3997,59.0,15.6,20.72,3.68,89.6,6
2024-04-01,Tabuk,Education & Training,Mobile App,12698,4570,59.0,5.8,4.04,4.34,95.3,3
2024-04-01,Tabuk,Education & Training,Web Portal,8808,4574,59.0,8.7,6.51,4.06,97.9,5
2024-04-01,Tabuk,Health Services,Branch,14062,12148,55.3,32.2,48.57,3.44,89.6,13
2024-04-01,Tabuk,Health Services,Call Center,8559,5655,55.3,19.6,21.65,3.57,91.4,8
2024-04-01,Tabuk,Health Services,Mobile App,17576,6373,55.3,6.2,4.57,4.31,97.9,7
2024-04-01,Tabuk,Health Services,Web Portal,11393,5970,55.3,9.7,7.72,4.11,94.3,7
2024-04-01,Tabuk,Identity & Civil Affairs,Branch,15132,12485,54.7,33.9,46.24,3.44,92.1,15
2024-04-01,Tabuk,Identity & Civil Affairs,Call Center,9430,6556,54.7,20.8,20.85,3.58,89.6,7
2024-04-01,Tabuk,Identity & Civil Affairs,Mobile App,18422,6863,54.7,7.8,4.25,4.13,97.0,13
2024-04-01,Tabuk,Identity & Civil Affairs,Web Portal,12228,6146,54.7,10.8,7.25,3.98,96.2,10
2024-04-01,Tabuk,Justice & Notary,Branch,5345,4352,55.2,56.6,64.43,2.99,85.8,8
2024-04-01,Tabuk,Justice & Notary,Call Center,3632,2357,55.2,40.8,26.91,3.46,91.8,4
2024-04-01,Tabuk,Justice & Notary,Mobile App,6985,2614,55.2,12.6,5.29,4.05,94.8,3
2024-04-01,Tabuk,Justice & Notary,Web Portal,4447,2400,55.2,18.7,9.68,3.88,95.6,3
2024-04-01,Tabuk,Labour & HR Services,Branch,9557,7842,57.5,31.3,50.21,3.13,89.6,13
2024-04-01,Tabuk,Labour & HR Services,Call Center,5434,3706,57.5,21.5,23.53,3.41,89.6,7
2024-04-01,Tabuk,Labour & HR Services,Mobile App,11275,4343,57.5,7.1,4.73,4.21,97.7,7
2024-04-01,Tabuk,Labour & HR Services,Web Portal,6900,3607,57.5,11.3,7.08,3.82,99.5,4
2024-04-01,Tabuk,Municipal Services,Branch,10063,8220,54.9,39.2,50.7,3.25,89.5,11
2024-04-01,Tabuk,Municipal Services,Call Center,6866,4401,54.9,27.1,23.32,3.31,92.7,10
2024-04-01,Tabuk,Municipal Services,Mobile App,12127,4535,54.9,8.5,4.58,4.05,99.4,8
2024-04-01,Tabuk,Municipal Services,Web Portal,8063,4283,54.9,12.6,7.32,3.84,99.2,10
2024-04-01,Tabuk,Social Support & Subsidies,Branch,7900,6512,54.9,35.7,50.17,3.13,89.1,9
2024-04-01,Tabuk,Social Support & Subsidies,Call Center,4559,2813,54.9,19.3,24.2,3.68,88.9,4
2024-04-01,Tabuk,Social Support & Subsidies,Mobile App,8979,3435,54.9,8.4,4.54,4.09,98.1,4
2024-04-01,Tabuk,Social Support & Subsidies,Web Portal,6036,3149,54.9,12.6,7.22,3.89,95.4,4
2024-04-01,Tabuk,Traffic & Transport,Branch,14046,12120,55.4,26.0,48.11,3.17,87.3,19
2024-04-01,Tabuk,Traffic & Transport,Call Center,8120,5122,55.4,17.5,21.68,3.47,91.7,13
2024-04-01,Tabuk,Traffic & Transport,Mobile App,14186,5196,55.4,5.1,4.1,4.08,99.5,9
2024-04-01,Tabuk,Traffic & Transport,Web Portal,10093,4997,55.4,9.9,6.44,3.82,99.5,8
2024-05-01,Al-Baha,Business & Licensing,Branch,4404,3843,51.0,91.9,63.71,3.13,87.3,6
2024-05-01,Al-Baha,Business & Licensing,Call Center,2862,1943,51.0,28.6,27.54,3.68,87.1,2
2024-05-01,Al-Baha,Business & Licensing,Mobile App,4546,1802,51.0,12.4,5.51,4.26,96.6,2
2024-05-01,Al-Baha,Business & Licensing,Web Portal,2852,1527,51.0,18.1,8.03,4.07,96.9,2
2024-05-01,Al-Baha,Education & Training,Branch,4876,3976,54.7,26.9,41.95,3.56,92.5,6
2024-05-01,Al-Baha,Education & Training,Call Center,3233,2111,54.7,15.3,20.25,3.8,93.8,2
2024-05-01,Al-Baha,Education & Training,Mobile App,5886,2201,54.7,5.6,3.99,4.47,95.1,2
2024-05-01,Al-Baha,Education & Training,Web Portal,3678,1873,54.7,8.2,5.82,4.3,97.7,2
2024-05-01,Al-Baha,Health Services,Branch,6598,5667,55.1,26.4,52.33,3.55,92.5,7
2024-05-01,Al-Baha,Health Services,Call Center,4385,2736,55.1,18.7,21.97,3.95,90.9,3
2024-05-01,Al-Baha,Health Services,Mobile App,8798,3440,55.1,7.2,4.28,4.49,94.1,1
2024-05-01,Al-Baha,Health Services,Web Portal,5105,2470,55.1,10.8,7.6,4.25,97.6,3
2024-05-01,Al-Baha,Identity & Civil Affairs,Branch,8126,6987,53.8,30.4,46.02,3.56,93.9,10
2024-05-01,Al-Baha,Identity & Civil Affairs,Call Center,4763,3053,53.8,21.1,22.42,3.91,91.2,4
2024-05-01,Al-Baha,Identity & Civil Affairs,Mobile App,9223,3487,53.8,7.4,4.51,4.44,97.6,4
2024-05-01,Al-Baha,Identity & Civil Affairs,Web Portal,5638,2944,53.8,11.6,7.27,4.17,99.3,4
2024-05-01,Al-Baha,Justice & Notary,Branch,3226,2521,48.3,122.4,59.26,3.24,84.5,5
2024-05-01,Al-Baha,Justice & Notary,Call Center,1874,1188,48.3,34.9,26.95,3.73,89.2,2
2024-05-01,Al-Baha,Justice & Notary,Mobile App,2966,1129,48.3,12.3,5.28,4.18,96.8,2
2024-05-01,Al-Baha,Justice & Notary,Web Portal,1860,974,48.3,20.2,9.7,4.03,98.8,1
2024-05-01,Al-Baha,Labour & HR Services,Branch,4498,3690,54.8,36.5,50.98,3.47,85.3,5
2024-05-01,Al-Baha,Labour & HR Services,Call Center,2838,1779,54.8,19.8,21.87,3.62,88.6,4
2024-05-01,Al-Baha,Labour & HR Services,Mobile App,5650,2053,54.8,7.3,4.95,4.36,99.5,3
2024-05-01,Al-Baha,Labour & HR Services,Web Portal,3513,1757,54.8,12.2,7.07,4.06,96.5,3
2024-05-01,Al-Baha,Municipal Services,Branch,5361,4506,51.3,38.9,52.7,3.33,87.3,6
2024-05-01,Al-Baha,Municipal Services,Call Center,3373,2149,51.3,26.7,22.45,3.63,88.6,4
2024-05-01,Al-Baha,Municipal Services,Mobile App,6166,2382,51.3,8.0,4.97,4.23,96.7,3
2024-05-01,Al-Baha,Municipal Services,Web Portal,3540,1821,51.3,12.6,7.49,4.15,95.0,3
2024-05-01,Al-Baha,Social Support & Subsidies,Branch,4312,3556,51.3,40.1,56.01,3.63,88.9,5
2024-05-01,Al-Baha,Social Support & Subsidies,Call Center,2504,1682,51.3,21.9,23.26,3.81,89.9,2
2024-05-01,Al-Baha,Social Support & Subsidies,Mobile App,4336,1655,51.3,8.3,4.45,4.43,98.5,2
2024-05-01,Al-Baha,Social Support & Subsidies,Web Portal,2634,1412,51.3,12.1,6.92,4.16,98.7,1
2024-05-01,Al-Baha,Traffic & Transport,Branch,6552,5351,53.4,30.5,41.32,3.45,89.9,9
2024-05-01,Al-Baha,Traffic & Transport,Call Center,4147,2681,53.4,17.6,20.69,3.71,91.2,4
